Rank,Strategy,Dir,TF,Entry,Exit,SL,TP,Opened,Closed,Reason,Raw Pips,Net Pips,Net $,R:R
27,MA_01_BTCUSD_H1,SELL,H1,68235.77,67794.38,67793.9,67235.77,2026-02-18T09:38:56,2026-02-18T10:45:46,sl_hit,441.4,389.5,3.7749,2.26
28,ICH_04_BTCUSD_H1,SELL,H1,68233.62,67794.11,67793.9,67233.62,2026-02-18T08:12:45,2026-02-18T10:45:45,sl_hit,439.5,388.3,3.7631,2.27
29,MOM_04_BTCUSD_H1,SELL,H1,67685.25,67249.88,67205.41,66685.25,2026-02-18T16:01:38,2026-02-18T16:08:12,sl_hit,435.4,384.9,3.7287,2.08
30,SRSI_03_BTCUSD_H1,SELL,H1,67685.25,67249.84,67205.41,66685.25,2026-02-18T16:01:35,2026-02-18T16:08:12,sl_hit,435.4,383.8,3.7181,2.08
31,VOL_07_BTCUSD_H1,SELL,H1,68225.08,67794.37,67793.9,67225.08,2026-02-18T09:40:40,2026-02-18T10:45:46,sl_hit,430.7,379.7,3.6771,2.32
32,MACD_04_BTCUSD_H1,SELL,H1,68225.08,67793.98,67793.9,67225.08,2026-02-18T09:40:40,2026-02-18T10:45:47,sl_hit,431.1,379.3,3.673,2.32
33,ICH_06_BTCUSD_H1,SELL,H1,68219.8,67794.11,67793.9,67219.8,2026-02-18T08:34:00,2026-02-18T10:45:46,sl_hit,425.7,374.9,3.6289,2.35
34,ICH_05_BTCUSD_H1,SELL,H1,68219.8,67794.11,67793.9,67219.8,2026-02-18T08:33:59,2026-02-18T10:45:45,sl_hit,425.7,374.4,3.6239,2.35
35,MOM_01_BTCUSD_H1,BUY,H1,67738.61,68163.55,68179.52,68738.61,2026-02-18T05:36:45,2026-02-18T07:50:04,sl_hit,424.9,373.4,3.6144,2.27
36,MACD_01_BTCUSD_H1,BUY,H1,67738.61,68163.55,68179.52,68738.61,2026-02-18T05:36:45,2026-02-18T07:50:04,sl_hit,424.9,373.1,3.6114,2.27
37,MA_06_BTCUSD_H1,SELL,H1,68215.4,67794.38,67793.9,67215.4,2026-02-18T09:39:47,2026-02-18T10:45:46,sl_hit,421.0,370.3,3.5832,2.37
38,MA_05_BTCUSD_H1,SELL,H1,67278.09,66857.24,66684.23,66278.09,2026-02-18T16:04:35,2026-02-18T18:23:25,sl_hit,420.8,369.4,3.5745,1.68
39,MA_11_BTCUSD_H1,SELL,H1,68215.4,67794.38,67793.9,67215.4,2026-02-18T09:39:47,2026-02-18T10:45:46,sl_hit,421.0,369.2,3.5722,2.37
40,ADX_01_BTCUSD_H1,SELL,H1,66412.48,65994.18,65976.03,65412.48,2026-02-19T13:15:59,2026-02-19T13:44:46,sl_hit,418.3,367.5,3.555,2.29
41,ARN_02_BTCUSD_H1,SELL,H1,67278.09,66858.99,66684.23,66278.09,2026-02-18T16:04:33,2026-02-18T18:23:24,sl_hit,419.1,367.4,3.554,1.68
42,PVT_04_BTCUSD_H1,SELL,H1,66937.48,66518.56,66510.12,65937.48,2026-02-19T09:03:01,2026-02-19T12:01:54,sl_hit,418.9,367.3,3.5532,2.34
43,PA_06_BTCUSD_H1,SELL,H1,68207.71,67794.38,67793.9,67207.71,2026-02-18T09:34:27,2026-02-18T10:45:46,sl_hit,413.3,362.3,3.5033,2.42
44,MA_10_BTCUSD_H1,SELL,H1,67282.95,66872.36,66685.41,66282.95,2026-02-18T17:06:06,2026-02-18T18:23:26,sl_hit,410.6,359.6,3.4759,1.67
45,ICH_05_BTCUSD_H1,SELL,H1,66927.22,66518.56,66510.12,65927.22,2026-02-19T02:25:39,2026-02-19T12:01:52,sl_hit,408.7,357.8,3.4576,2.4
46,CH_04_BTCUSD_H1,SELL,H1,67535.94,67129.63,67122.09,66535.94,2026-02-18T13:08:51,2026-02-18T13:55:57,sl_hit,406.3,355.8,3.4381,2.42
47,ADX_01_BTCUSD_H1,SELL,H1,67535.21,67129.63,67122.09,66535.21,2026-02-18T13:09:42,2026-02-18T13:55:57,sl_hit,405.6,355.1,3.4308,2.42
48,ST_06_BTCUSD_H1,SELL,H1,66924.01,66518.56,66510.12,65924.01,2026-02-19T02:26:29,2026-02-19T12:01:52,sl_hit,405.4,354.5,3.4255,2.42
49,MA_12_BTCUSD_H1,SELL,H1,67535.94,67129.63,67122.09,66535.94,2026-02-18T13:08:51,2026-02-18T13:55:57,sl_hit,406.3,354.3,3.4231,2.42
50,CCI_03_BTCUSD_H1,SELL,H1,66924.01,66518.56,66510.12,65924.01,2026-02-19T02:26:30,2026-02-19T12:01:52,sl_hit,405.4,354.0,3.4205,2.42
51,VOL_03_BTCUSD_H1,SELL,H1,67535.21,67129.63,67122.09,66535.21,2026-02-18T13:09:42,2026-02-18T13:55:57,sl_hit,405.6,354.0,3.4198,2.42
52,ICH_01_BTCUSD_H1,SELL,H1,66921.92,66518.56,66510.12,65921.92,2026-02-19T02:30:35,2026-02-19T12:01:53,sl_hit,403.4,352.7,3.4066,2.43
53,FIB_05_BTCUSD_H1,SELL,H1,68197.1,67794.11,67793.9,67197.1,2026-02-18T09:18:33,2026-02-18T10:45:46,sl_hit,403.0,351.0,3.3899,2.48
54,ICH_10_BTCUSD_H1,SELL,H1,68197.1,67794.38,67793.9,67197.1,2026-02-18T09:18:34,2026-02-18T10:45:46,sl_hit,402.7,351.0,3.3902,2.48
55,MACD_04_BTCUSD_H1,SELL,H1,67529.48,67131.74,67122.44,66529.48,2026-02-18T11:50:51,2026-02-18T13:55:56,sl_hit,397.7,346.5,3.3454,2.46
56,ST_06_BTCUSD_H1,SELL,H1,67529.48,67131.74,67122.44,66529.48,2026-02-18T11:50:51,2026-02-18T13:55:56,sl_hit,397.7,346.4,3.3444,2.46
57,ICH_07_BTCUSD_H1,SELL,H1,66555.82,66159.64,66092.27,65555.82,2026-02-19T15:01:43,2026-02-19T15:15:43,sl_hit,396.2,344.8,3.3278,2.16
58,ICH_02_BTCUSD_H1,SELL,H1,67526.93,67131.72,67122.09,66526.93,2026-02-18T12:48:45,2026-02-18T13:55:56,sl_hit,395.2,344.6,3.3261,2.47
59,ICH_06_BTCUSD_H1,SELL,H1,67526.93,67131.72,67122.09,66526.93,2026-02-18T12:48:45,2026-02-18T13:55:56,sl_hit,395.2,344.5,3.3251,2.47
60,ICH_09_BTCUSD_H1,SELL,H1,67232.53,66837.69,66833.41,66232.53,2026-02-19T07:22:45,2026-02-19T08:33:52,sl_hit,394.8,343.0,3.3104,2.51
61,MA_07_BTCUSD_H1,SELL,H1,67523.06,67131.65,67122.09,66523.06,2026-02-18T13:00:47,2026-02-18T13:55:56,sl_hit,391.4,340.0,3.2801,2.49
62,MA_02_BTCUSD_H1,SELL,H1,67523.46,67131.72,67122.09,66523.46,2026-02-18T12:49:35,2026-02-18T13:55:56,sl_hit,391.7,339.7,3.2774,2.49
63,MA_10_BTCUSD_H1,SELL,H1,66908.11,66518.56,66510.12,65908.11,2026-02-19T04:30:44,2026-02-19T12:01:53,sl_hit,389.6,338.7,3.2665,2.51
64,ATR_03_BTCUSD_H1,SELL,H1,66908.11,66518.56,66510.12,65908.11,2026-02-19T04:30:44,2026-02-19T12:01:53,sl_hit,389.6,338.6,3.2655,2.51
65,ADX_06_BTCUSD_H1,SELL,H1,67634.82,67249.18,67205.41,66634.82,2026-02-18T15:58:52,2026-02-18T16:08:12,sl_hit,385.6,334.3,3.2234,2.33
66,ICH_09_BTCUSD_H1,SELL,H1,67634.82,67249.84,67205.41,66634.82,2026-02-18T15:58:52,2026-02-18T16:08:12,sl_hit,385.0,333.5,3.2148,2.33
67,MOM_01_BTCUSD_H1,BUY,H1,67477.46,67861.05,67878.44,68477.46,2026-02-18T03:23:42,2026-02-18T05:18:13,sl_hit,383.6,332.5,3.2049,2.49
68,MACD_01_BTCUSD_H1,BUY,H1,66790.17,67173.41,67188.18,67790.17,2026-02-19T05:01:36,2026-02-19T06:28:57,sl_hit,383.2,331.7,3.1974,2.51
69,RSI_09_BTCUSD_H1,SELL,H1,67632.31,67249.84,67205.41,66632.31,2026-02-18T16:00:35,2026-02-18T16:08:12,sl_hit,382.5,330.9,3.1887,2.34
70,ICH_01_BTCUSD_H1,BUY,H1,67900.24,68281.27,68318.81,68900.24,2026-02-18T15:37:44,2026-02-18T15:42:51,sl_hit,381.0,330.5,3.1853,2.39
71,ST_03_BTCUSD_H1,SELL,H1,68175.85,67794.11,67793.9,67175.85,2026-02-18T08:36:49,2026-02-18T10:45:46,sl_hit,381.7,330.3,3.1834,2.62
72,ST_02_BTCUSD_H1,SELL,H1,67217.05,66835.65,66810.17,66217.05,2026-02-18T13:47:08,2026-02-18T14:50:15,sl_hit,381.4,330.1,3.181,2.46
73,ICH_02_BTCUSD_H1,SELL,H1,68175.85,67794.11,67793.9,67175.85,2026-02-18T08:36:49,2026-02-18T10:45:46,sl_hit,381.7,329.9,3.1794,2.62
74,ICH_08_BTCUSD_H1,SELL,H1,67512.18,67131.65,67122.09,66512.18,2026-02-18T13:01:48,2026-02-18T13:55:57,sl_hit,380.5,329.7,3.1773,2.56
75,FIB_08_BTCUSD_H1,SELL,H1,66372.16,65994.18,65976.03,65372.16,2026-02-19T12:07:58,2026-02-19T13:44:46,sl_hit,378.0,327.1,3.1508,2.52
76,ARN_02_BTCUSD_H1,SELL,H1,67507.83,67130.15,67122.09,66507.83,2026-02-18T13:02:46,2026-02-18T13:55:57,sl_hit,377.7,326.7,3.1468,2.59
77,ST_01_BTCUSD_H1,SELL,H1,68170.45,67794.11,67793.9,67170.45,2026-02-18T08:37:45,2026-02-18T10:45:46,sl_hit,376.3,325.2,3.1324,2.66
78,MA_02_BTCUSD_H1,SELL,H1,68170.45,67794.11,67793.9,67170.45,2026-02-18T08:37:45,2026-02-18T10:45:46,sl_hit,376.3,324.9,3.1294,2.66
79,ICH_09_BTCUSD_H1,SELL,H1,67507.69,67131.72,67122.44,66507.69,2026-02-18T11:40:42,2026-02-18T13:55:56,sl_hit,376.0,324.1,3.1207,2.6
80,VOL_03_BTCUSD_H1,SELL,H1,67247.65,66871.9,66685.41,66247.65,2026-02-18T17:12:06,2026-02-18T18:23:26,sl_hit,375.8,323.9,3.1185,1.78
81,MTF_01_BTCUSD_H1,SELL,H1,68164.45,67794.11,67793.9,67164.45,2026-02-18T08:38:38,2026-02-18T10:45:46,sl_hit,370.3,319.6,3.0764,2.7
82,RSI_05_BTCUSD_H1,BUY,H1,67792.71,68163.55,68179.49,68792.71,2026-02-18T07:35:08,2026-02-18T07:50:05,sl_hit,370.8,319.3,3.0734,2.59
83,WYC_01_BTCUSD_H1,BUY,H1,66324.57,66694.45,66708.43,67324.57,2026-02-18T22:01:39,2026-02-19T01:16:08,sl_hit,369.9,319.2,3.0718,2.61
84,STOCH_03_BTCUSD_H1,BUY,H1,66323.55,66694.45,66708.43,67323.55,2026-02-18T21:01:01,2026-02-19T01:16:08,sl_hit,370.9,319.1,3.071,2.6
85,MTF_02_BTCUSD_H1,BUY,H1,67792.71,68163.55,68179.49,68792.71,2026-02-18T07:35:08,2026-02-18T07:50:05,sl_hit,370.8,319.0,3.0704,2.59
86,ATR_03_BTCUSD_H1,SELL,H1,68164.45,67794.11,67793.9,67164.45,2026-02-18T08:38:38,2026-02-18T10:45:46,sl_hit,370.3,318.9,3.0694,2.7
87,MS_06_BTCUSD_H1,BUY,H1,66324.57,66694.47,66708.43,67324.57,2026-02-18T22:01:39,2026-02-19T01:16:08,sl_hit,369.9,318.8,3.068,2.61
88,MOM_01_BTCUSD_H1,SELL,H1,68162.26,67794.11,67793.9,67162.26,2026-02-18T07:50:55,2026-02-18T10:45:45,sl_hit,368.1,317.3,3.0535,2.71
89,PVT_01_BTCUSD_H1,SELL,H1,68162.26,67794.11,67793.9,67162.26,2026-02-18T07:50:55,2026-02-18T10:45:45,sl_hit,368.1,316.1,3.0415,2.71
90,SM_04_BTCUSD_H1,BUY,H1,66801.38,67166.87,67208.88,67801.38,2026-02-18T14:49:22,2026-02-18T14:57:43,sl_hit,365.5,314.2,3.0219,2.45
91,MA_12_BTCUSD_H1,BUY,H1,67802.34,68163.55,68179.52,68802.34,2026-02-18T07:33:09,2026-02-18T07:50:05,sl_hit,361.2,310.7,2.9871,2.65
92,WR_01_BTCUSD_H1,SELL,H1,67493.39,67131.72,67122.44,66493.39,2026-02-18T11:48:19,2026-02-18T13:55:56,sl_hit,361.7,310.6,2.9857,2.7
93,MTF_03_BTCUSD_H1,BUY,H1,67802.34,68163.55,68179.52,68802.34,2026-02-18T07:33:11,2026-02-18T07:50:05,sl_hit,361.2,309.6,2.9761,2.65
94,ST_06_BTCUSD_H1,SELL,H1,68153.9,67794.11,67793.9,67153.9,2026-02-18T08:40:26,2026-02-18T10:45:46,sl_hit,359.8,308.9,2.9689,2.78
95,EW_04_BTCUSD_H1,BUY,H1,66813.86,67173.41,67188.18,67813.86,2026-02-19T03:02:00,2026-02-19T06:28:56,sl_hit,359.6,307.6,2.9555,2.67
96,KST_03_BTCUSD_H1,BUY,H1,66335.82,66694.5,66708.43,67335.82,2026-02-18T22:04:25,2026-02-19T01:16:09,sl_hit,358.7,307.6,2.9558,2.68
97,BB_09_BTCUSD_H1,BUY,H1,66335.82,66692.78,66708.43,67335.82,2026-02-18T22:04:26,2026-02-19T01:16:09,sl_hit,357.0,306.4,2.9436,2.68
98,MA_11_BTCUSD_H1,SELL,H1,66343.12,65986.1,65909.67,65343.12,2026-02-18T18:52:23,2026-02-18T19:40:16,sl_hit,357.0,306.2,2.9422,2.31
99,VOL_07_BTCUSD_H1,SELL,H1,67194.66,66837.69,66833.41,66194.66,2026-02-19T06:30:40,2026-02-19T08:33:52,sl_hit,357.0,305.6,2.9357,2.77
100,MOM_02_BTCUSD_H1,BUY,H1,66817.7,67173.41,67188.18,67817.7,2026-02-19T05:00:25,2026-02-19T06:28:57,sl_hit,355.7,304.8,2.9281,2.7
101,ICH_05_BTCUSD_H1,SELL,H1,67486.89,67131.72,67122.44,66486.89,2026-02-18T11:47:27,2026-02-18T13:55:56,sl_hit,355.2,304.4,2.9237,2.74
102,FIB_05_BTCUSD_H1,SELL,H1,67486.89,67131.72,67122.44,66486.89,2026-02-18T11:47:27,2026-02-18T13:55:56,sl_hit,355.2,304.1,2.9207,2.74
103,ICH_04_BTCUSD_H1,SELL,H1,67191.92,66836.22,66810.17,66191.92,2026-02-18T13:51:28,2026-02-18T14:50:15,sl_hit,355.7,304.1,2.921,2.62
104,STOCH_01_BTCUSD_H1,SELL,H1,68147.85,67793.98,67793.9,67147.85,2026-02-18T10:00:24,2026-02-18T10:45:47,sl_hit,353.9,303.4,2.9137,2.83
105,ADX_06_BTCUSD_H1,SELL,H1,67486.51,67131.74,67122.44,66486.51,2026-02-18T12:03:38,2026-02-18T13:55:56,sl_hit,354.8,303.1,2.9107,2.75
106,ST_05_BTCUSD_H1,SELL,H1,67480.92,67129.62,67122.09,66480.92,2026-02-18T13:03:41,2026-02-18T13:55:57,sl_hit,351.3,300.1,2.881,2.79
107,MTF_01_BTCUSD_H1,SELL,H1,66867.61,66518.56,66510.12,65867.61,2026-02-19T08:31:17,2026-02-19T12:01:54,sl_hit,349.1,297.3,2.8525,2.8
108,ICH_10_BTCUSD_H1,BUY,H1,66347.22,66692.83,66708.43,67347.22,2026-02-18T23:03:33,2026-02-19T01:16:09,sl_hit,345.6,294.4,2.8241,2.77
109,CCI_02_BTCUSD_H1,SELL,H1,66330.82,65986.1,65909.67,65330.82,2026-02-18T19:22:53,2026-02-18T19:40:16,sl_hit,344.7,293.7,2.8172,2.37
110,MACD_10_BTCUSD_H1,SELL,H1,67594.72,67249.88,67205.41,66594.72,2026-02-18T16:02:29,2026-02-18T16:08:12,sl_hit,344.8,293.6,2.8164,2.57
111,STOCH_08_BTCUSD_H1,SELL,H1,67594.72,67249.88,67205.41,66594.72,2026-02-18T16:02:32,2026-02-18T16:08:12,sl_hit,344.8,293.3,2.8134,2.57
112,EW_04_BTCUSD_H1,BUY,H1,67819.61,68163.55,68179.49,68819.61,2026-02-18T07:36:02,2026-02-18T07:50:05,sl_hit,343.9,292.5,2.8054,2.78
113,PVT_03_BTCUSD_H1,BUY,H1,67819.61,68163.55,68179.49,68819.61,2026-02-18T07:35:59,2026-02-18T07:50:05,sl_hit,343.9,292.3,2.8034,2.78
114,SM_07_BTCUSD_H1,SELL,H1,66858.57,66518.56,66510.12,65858.57,2026-02-19T08:35:42,2026-02-19T12:01:54,sl_hit,340.0,288.5,2.7651,2.87
115,PA_02_BTCUSD_H1,SELL,H1,66857.46,66518.56,66510.12,65857.46,2026-02-19T02:22:19,2026-02-19T12:01:52,sl_hit,338.9,287.1,2.751,2.88
116,MA_11_BTCUSD_H1,BUY,H1,66832.22,67166.87,67208.88,67832.22,2026-02-18T14:51:04,2026-02-18T14:57:43,sl_hit,334.6,282.7,2.7075,2.65
117,ICH_09_BTCUSD_H1,SELL,H1,67169.11,66836.22,66810.17,66169.11,2026-02-18T13:57:43,2026-02-18T14:50:15,sl_hit,332.9,282.2,2.7019,2.79
118,SRSI_05_BTCUSD_H1,SELL,H1,68126.81,67794.11,67793.9,67126.81,2026-02-18T09:00:35,2026-02-18T10:45:46,sl_hit,332.7,281.9,2.699,3.0
119,MA_04_BTCUSD_H1,SELL,H1,68126.46,67794.11,67793.9,67126.46,2026-02-18T08:39:32,2026-02-18T10:45:46,sl_hit,332.4,281.8,2.6975,3.01
120,VOL_03_BTCUSD_H1,SELL,H1,66851.4,66518.56,66510.12,65851.4,2026-02-19T05:58:21,2026-02-19T12:01:53,sl_hit,332.8,281.7,2.6974,2.93
121,MACD_02_BTCUSD_H1,BUY,H1,66842.85,67175.26,67188.18,67842.85,2026-02-19T02:01:27,2026-02-19T06:28:55,sl_hit,332.4,281.5,2.6951,2.9
122,ADX_06_BTCUSD_H1,SELL,H1,67169.11,66836.28,66810.17,66169.11,2026-02-18T13:57:43,2026-02-18T14:50:15,sl_hit,332.8,281.4,2.6943,2.79
123,PVT_02_BTCUSD_H1,BUY,H1,66362.41,66694.45,66708.43,67362.41,2026-02-18T20:27:26,2026-02-19T01:16:08,sl_hit,332.0,281.3,2.6934,2.89
124,ADX_01_BTCUSD_H1,SELL,H1,66851.4,66518.56,66510.12,65851.4,2026-02-19T05:58:21,2026-02-19T12:01:53,sl_hit,332.8,281.2,2.6924,2.93
125,MS_06_BTCUSD_H1,BUY,H1,67528.66,67861.46,67878.44,68528.66,2026-02-18T04:08:55,2026-02-18T05:18:16,sl_hit,332.8,281.2,2.692,2.86
126,RSI_06_BTCUSD_H1,BUY,H1,66164.27,66496.42,66504.59,67164.27,2026-02-18T20:00:28,2026-02-18T20:38:23,sl_hit,332.1,281.1,2.6915,2.94
127,HARM_06_BTCUSD_H1,BUY,H1,66842.85,67175.26,67188.18,67842.85,2026-02-19T02:01:28,2026-02-19T06:28:55,sl_hit,332.4,280.9,2.6891,2.9
128,CDL_10_BTCUSD_H1,BUY,H1,66164.27,66496.42,66504.59,67164.27,2026-02-18T20:00:27,2026-02-18T20:38:23,sl_hit,332.1,280.6,2.6865,2.94
129,SM_03_BTCUSD_H1,SELL,H1,66847.85,66518.56,66510.12,65847.85,2026-02-19T03:02:53,2026-02-19T12:01:53,sl_hit,329.3,278.6,2.6659,2.96
130,ICH_04_BTCUSD_H1,SELL,H1,66847.08,66518.53,66510.12,65847.08,2026-02-19T01:58:04,2026-02-19T12:01:52,sl_hit,328.6,278.0,2.6595,2.97
131,SM_07_BTCUSD_H1,SELL,H1,67165.63,66836.62,66833.41,66165.63,2026-02-19T07:00:55,2026-02-19T08:34:49,sl_hit,329.0,277.8,2.6581,3.01
132,ST_02_BTCUSD_H1,SELL,H1,66847.08,66518.53,66510.12,65847.08,2026-02-19T01:58:04,2026-02-19T12:01:52,sl_hit,328.6,276.7,2.6465,2.97
133,MACD_06_BTCUSD_H1,BUY,H1,67835.28,68163.55,68179.52,68835.28,2026-02-18T06:32:57,2026-02-18T07:50:05,sl_hit,328.3,276.3,2.6427,2.9
134,MACD_08_BTCUSD_H1,BUY,H1,67835.28,68163.55,68179.52,68835.28,2026-02-18T06:32:56,2026-02-18T07:50:04,sl_hit,328.3,276.3,2.6427,2.9
135,EW_02_BTCUSD_H1,SELL,H1,67199.17,66872.39,66685.41,66199.17,2026-02-18T17:05:08,2026-02-18T18:23:26,sl_hit,326.8,275.7,2.6368,1.95
136,ICH_08_BTCUSD_H1,SELL,H1,66720.48,66394.13,66385.19,65720.48,2026-02-19T11:41:16,2026-02-19T12:08:49,sl_hit,326.3,275.5,2.6355,2.98
137,SM_04_BTCUSD_H1,SELL,H1,66720.48,66394.17,66385.19,65720.48,2026-02-19T11:41:16,2026-02-19T12:08:49,sl_hit,326.3,275.2,2.6321,2.98
138,MA_06_BTCUSD_H1,SELL,H1,66844.81,66518.56,66510.12,65844.81,2026-02-19T11:04:37,2026-02-19T12:01:56,sl_hit,326.2,274.8,2.6275,2.99
139,ICH_07_BTCUSD_H1,SELL,H1,66843.88,66518.56,66510.12,65843.88,2026-02-19T10:02:48,2026-02-19T12:01:55,sl_hit,325.3,274.5,2.6252,3.0
140,ST_05_BTCUSD_H1,SELL,H1,66843.57,66518.56,66510.12,65843.57,2026-02-19T11:31:44,2026-02-19T12:01:56,sl_hit,325.0,273.7,2.6171,3.0
141,ST_04_BTCUSD_H1,SELL,H1,66843.57,66518.56,66510.12,65843.57,2026-02-19T11:31:43,2026-02-19T12:01:56,sl_hit,325.0,273.2,2.6121,3.0
142,ST_01_BTCUSD_H1,SELL,H1,67159.78,66836.22,66810.17,66159.78,2026-02-18T13:49:43,2026-02-18T14:50:15,sl_hit,323.6,272.9,2.6086,2.86
143,PVT_04_BTCUSD_H1,SELL,H1,67455.42,67131.74,67122.44,66455.42,2026-02-18T12:04:30,2026-02-18T13:55:56,sl_hit,323.7,272.7,2.6068,3.0
144,ST_03_BTCUSD_H1,SELL,H1,67159.78,66835.65,66810.17,66159.78,2026-02-18T13:48:53,2026-02-18T14:50:15,sl_hit,324.1,272.1,2.6013,2.86
145,ICH_10_BTCUSD_H1,SELL,H1,67159.78,66836.22,66810.17,66159.78,2026-02-18T13:49:43,2026-02-18T14:50:15,sl_hit,323.6,271.9,2.5986,2.86
146,MOM_01_BTCUSD_H1,SELL,H1,66308.68,65986.1,65909.67,65308.68,2026-02-18T19:23:43,2026-02-18T19:40:16,sl_hit,322.6,271.9,2.5988,2.51
147,ICH_10_BTCUSD_H1,SELL,H1,68364.99,68042.75,68039.38,67364.99,2026-02-18T08:17:50,2026-02-18T09:10:11,sl_hit,322.2,271.4,2.5944,3.07
148,FIB_05_BTCUSD_H1,SELL,H1,68364.99,68042.75,68039.38,67364.99,2026-02-18T08:17:50,2026-02-18T09:10:11,sl_hit,322.2,270.9,2.5894,3.07
149,MA_06_BTCUSD_H1,SELL,H1,67157.19,66836.62,66833.41,66157.19,2026-02-19T08:01:16,2026-02-19T08:34:49,sl_hit,320.6,269.7,2.5767,3.09
150,MA_03_BTCUSD_H1,SELL,H1,66839.01,66518.56,66510.12,65839.01,2026-02-19T02:14:51,2026-02-19T12:01:52,sl_hit,320.4,269.0,2.5705,3.04
151,MA_04_BTCUSD_H1,SELL,H1,67157.19,66836.62,66833.41,66157.19,2026-02-19T08:01:16,2026-02-19T08:34:49,sl_hit,320.6,268.7,2.5667,3.09
152,ST_03_BTCUSD_H1,SELL,H1,66838.44,66518.56,66510.12,65838.44,2026-02-19T04:57:40,2026-02-19T12:01:53,sl_hit,319.9,268.7,2.5668,3.05
153,MA_11_BTCUSD_H1,SELL,H1,66839.01,66518.56,66510.12,65839.01,2026-02-19T02:14:51,2026-02-19T12:01:52,sl_hit,320.4,268.4,2.5645,3.04
154,VOL_02_BTCUSD_H1,BUY,H1,66856.01,67175.26,67188.18,67856.01,2026-02-19T02:14:51,2026-02-19T06:28:56,sl_hit,319.2,268.4,2.5645,3.01
155,ULT_02_BTCUSD_H1,BUY,H1,66250.71,66569.24,66571.31,67250.71,2026-02-18T20:03:14,2026-02-19T00:10:34,sl_hit,318.5,267.9,2.5593,3.12
156,MACD_08_BTCUSD_H1,SELL,H1,66181.65,65862.61,65830.5,65181.65,2026-02-19T13:29:24,2026-02-19T13:51:28,sl_hit,319.0,267.2,2.5524,2.85
157,ICH_06_BTCUSD_H1,SELL,H1,66181.65,65862.61,65830.5,65181.65,2026-02-19T13:29:24,2026-02-19T13:51:28,sl_hit,319.0,267.0,2.5504,2.85
158,BB_06_BTCUSD_H1,BUY,H1,66376.27,66694.5,66708.43,67376.27,2026-02-18T22:02:35,2026-02-19T01:16:09,sl_hit,318.2,266.8,2.5483,3.01
159,MA_12_BTCUSD_H1,BUY,H1,66855.56,67173.41,67188.18,67855.56,2026-02-19T04:57:39,2026-02-19T06:28:56,sl_hit,317.9,266.8,2.5475,3.01
160,STOCH_07_BTCUSD_H1,BUY,H1,66376.27,66694.47,66708.43,67376.27,2026-02-18T22:02:34,2026-02-19T01:16:08,sl_hit,318.2,266.8,2.548,3.01
161,ADX_06_BTCUSD_H1,SELL,H1,66835.5,66518.56,66510.12,65835.5,2026-02-19T03:15:28,2026-02-19T12:01:53,sl_hit,316.9,266.1,2.5414,3.07
162,WR_01_BTCUSD_H1,SELL,H1,68110.92,67794.11,67793.9,67110.92,2026-02-18T08:01:34,2026-02-18T10:45:45,sl_hit,316.8,265.5,2.5351,3.15
163,MOM_01_BTCUSD_H1,SELL,H1,67153.43,66836.63,66833.41,66153.43,2026-02-19T06:33:17,2026-02-19T08:34:49,sl_hit,316.8,265.3,2.533,3.12
164,MA_02_BTCUSD_H1,SELL,H1,67153.43,66836.63,66833.41,66153.43,2026-02-19T06:33:16,2026-02-19T08:34:48,sl_hit,316.8,265.2,2.532,3.12
165,HARM_01_BTCUSD_H1,BUY,H1,67847.81,68163.55,68179.52,68847.81,2026-02-18T06:34:52,2026-02-18T07:50:05,sl_hit,315.7,264.8,2.5284,3.01
166,ICH_01_BTCUSD_H1,BUY,H1,67096.36,67411.75,67414.72,68096.36,2026-02-18T16:38:22,2026-02-18T17:08:40,sl_hit,315.4,264.4,2.5239,3.14
167,PVT_01_BTCUSD_H1,BUY,H1,67847.81,68163.55,68179.52,68847.81,2026-02-18T06:34:54,2026-02-18T07:50:05,sl_hit,315.7,264.4,2.5244,3.01
168,MTF_03_BTCUSD_H1,BUY,H1,67096.36,67411.75,67414.72,68096.36,2026-02-18T16:38:22,2026-02-18T17:08:40,sl_hit,315.4,263.6,2.5159,3.14
169,ST_02_BTCUSD_H1,BUY,H1,67313.91,67627.15,67639.15,68313.91,2026-02-18T11:08:52,2026-02-18T12:08:43,sl_hit,313.2,262.3,2.5034,3.07
170,MA_02_BTCUSD_H1,SELL,H1,67133.12,66819.98,66815.72,66133.12,2026-02-19T09:35:55,2026-02-19T09:50:08,sl_hit,313.1,261.8,2.4984,3.15
171,SRSI_01_BTCUSD_H1,SELL,H1,66830.71,66518.56,66510.12,65830.71,2026-02-19T11:01:00,2026-02-19T12:01:55,sl_hit,312.2,261.6,2.4955,3.12
172,ST_01_BTCUSD_H1,SELL,H1,67133.12,66820.16,66815.72,66133.12,2026-02-19T09:35:55,2026-02-19T09:50:08,sl_hit,313.0,261.4,2.4936,3.15
173,SM_08_BTCUSD_H1,BUY,H1,67851.04,68163.55,68179.52,68851.04,2026-02-18T06:33:53,2026-02-18T07:50:05,sl_hit,312.5,261.3,2.4931,3.04
174,SRSI_02_BTCUSD_H1,SELL,H1,66830.71,66518.56,66510.12,65830.71,2026-02-19T11:01:00,2026-02-19T12:01:55,sl_hit,312.2,261.2,2.4915,3.12
